# ----------------------------------------
# kaijo-fishing.com
# weekly-report-Weekly-analyss
# 20260620-20260627
# ----------------------------------------

,,セグメント,すべてのユーザー,すべてのユーザー,すべてのユーザー,すべてのユーザー,すべてのユーザー,すべてのユーザー,オーガニック トラフィック,オーガニック トラフィック,オーガニック トラフィック,オーガニック トラフィック,オーガニック トラフィック,オーガニック トラフィック,モバイル トラフィック,モバイル トラフィック,モバイル トラフィック,モバイル トラフィック,モバイル トラフィック,モバイル トラフィック,ウェブのトラフィック,ウェブのトラフィック,ウェブのトラフィック,ウェブのトラフィック,ウェブのトラフィック,ウェブのトラフィック
【福岡県】福岡市海づり公園｜都市部から30分！手ぶらOKの巨大釣り桟橋＆真鯛釣堀 — 海上アングラー,/fishing-facility/fukuoka-city-sea-fishing-park/,new,1,1,1,31,1,0,1,1,1,31,1,0,0,0,0,0,0,0,1,1,1,31,1,0
【福岡県】脇田（わいた）海釣り桟橋｜手ぶらセット800円！響灘のコスパ最強スポット — 海上アングラー,/fishing-facility/waita-sea-fishing-pier/,new,1,1,1,9,0,1,1,1,1,9,0,1,0,0,0,0,0,0,1,1,1,9,0,1
【長崎県】ジャンボフィッシング村｜予約不要・リリースOK！佐世保の「釣れる」海洋レジャー施設 — 海上アングラー,/fishing-facility/jumbo-fishing-mura/,new,1,1,1,24,1,0,1,1,1,24,1,0,0,0,0,0,0,0,1,1,1,24,1,0
【長崎県】釣り堀はまかつ（ハマカツ）｜驚異の13魚種！ブリ・マダイが舞い踊る九州屈指の爆釣ステージ — 海上アングラー,/blog/jumbo-fishing-mura/,new,1,1,0,162,1,0,1,1,0,162,1,0,1,1,0,162,1,0,0,0,0,0,0,0
【閉業】海釣り公園みかた｜釣ってその場でBBQ！食育にも最適な体験型釣り堀（福井県若狭町） — 海上アングラー,(not set),new,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
【閉業】海釣り公園みかた｜釣ってその場でBBQ！食育にも最適な体験型釣り堀（福井県若狭町） — 海上アングラー,/blog/sea-fishing-park-mikata/,new,1,1,1,40,1,0,1,1,1,40,1,0,0,0,0,0,0,0,1,1,1,40,1,0
【関東アクセス完全版】海上釣り堀へ最短で行く方法｜千葉・神奈川を比較 — 海上アングラー,/column/travel/access/access-kanto/,new,1,1,1,21,1,0,1,1,1,21,1,0,0,0,0,0,0,0,1,1,1,21,1,0
【静岡県】海上釣り堀 太公望｜釣ってその場で食べる！網代港の究極体験 — 海上アングラー,(not set),established,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
【静岡県】海上釣り堀 太公望｜釣ってその場で食べる！網代港の究極体験 — 海上アングラー,/blog/kaijo-tsuribori-taikoubou/,established,1,1,1,51,1,0,1,1,1,51,1,0,0,0,0,0,0,0,1,1,1,51,1,0
【静岡県】海上釣り堀 太公望｜釣ってその場で食べる！網代港の究極体験 — 海上アングラー,/fishing-facility/kaijo-tsuribori-taikoubou/,new,1,1,1,143,1,0,1,1,1,143,1,0,1,1,1,143,1,0,0,0,0,0,0,0
"【静岡県】海上釣り堀まるや｜13,700円・富士山を望む絶景でブリ・マダイ放流便 — 海上アングラー",/blog/kaijo-tsuribori-maruya/,new,1,1,2,119,1,0,1,1,2,119,1,0,1,1,2,119,1,0,0,0,0,0,0,0
【静岡県】熱海港海釣り施設｜500円で楽しめる絶景のマンモス堤防 — 海上アングラー,/blog/atami-port-sea-fishing-facility/,new,1,1,1,42,1,0,1,1,1,42,1,0,0,0,0,0,0,0,1,1,1,42,1,0
【香川・小豆島】施設の選び方からフェリー・オリーブグルメ・エンジェルロードまで完全ガイド — 海上アングラー,/blog/kagawa-shodoshima-trip/,new,1,1,1,16,1,0,1,1,1,16,1,0,1,1,1,16,1,0,0,0,0,0,0,0
"【高知県】筏釣り 高橋渡船｜最大11時間遊んで4,000円！海上BBQも可能な極上の遊び場 — 海上アングラー",/blog/raft-fishing-takahashi/,new,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
【鹿児島県】桜島海づり公園｜活火山を望む絶景釣り場！200円で味わう非日常 — 海上アングラー,/fishing-facility/sakurajima-sea-fishing-park/,new,1,1,1,133,1,0,1,1,1,133,1,0,0,0,0,0,0,0,1,1,1,133,1,0
【鹿児島県】鴨池海づり公園｜足元の水深25m！大人600円で青物の強烈な引きを体験 — 海上アングラー,/blog/raft-fishing-takahashi/,new,1,1,0,58,1,0,1,1,0,58,1,0,1,1,0,58,1,0,0,0,0,0,0,0
【아이치현】신마이코 마린파크 어낚시 시설 | 무료로 700m의 광대한 낚시터를 즐길 수 있는 치타반도의 인기 명소,(not set),new,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
カンパチを海上釣り堀で確実に釣る方法｜大型青物の最強攻略ガイド — 海上アングラー,/tactics/fish-strategy/kanpachi/,new,1,1,1,167,1,0,1,1,1,167,1,0,1,1,1,167,1,0,0,0,0,0,0,0
三重県の海上釣り堀・海釣り施設一覧（西日本） — 海上アングラー,/fishing-facility/west-japan/mie/,established,1,1,1,13,1,0,1,1,1,13,1,0,0,0,0,0,0,0,1,1,1,13,1,0
三重県の海上釣り堀・海釣り施設一覧（西日本） — 海上アングラー,/fishing-facility/west-japan/mie/,new,1,1,1,190,1,0,1,1,1,190,1,0,1,1,1,190,1,0,0,0,0,0,0,0
夏の「貧酸素」問題。高水温期に魚の活性が落ちる本当の理由 — 海上アングラー,/blog/column/trivia/oxygen-depletion-summer/,new,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
富山県の海上釣り堀・海釣り施設一覧（中日本） — 海上アングラー,/fishing-facility/center-japan/toyama/,new,1,1,1,4,0,1,1,1,1,4,0,1,0,0,0,0,0,0,1,1,1,4,0,1
山口県の海上釣り堀・海釣り施設一覧（西日本） — 海上アングラー,/fishing-facility/west-japan/yamaguchi/,new,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0
山形県の海上釣り堀・海釣り施設一覧（東日本） — 海上アングラー,/fishing-facility/yura-marine-fishing-pond/,new,1,1,1,8,1,0,1,1,1,8,1,0,0,0,0,0,0,0,1,1,1,8,1,0
愛知県の海上釣り堀・海釣り施設一覧（中日本） — 海上アングラー,/fishing-facility/center-japan/aichi/,new,1,1,2,14,1,0,1,1,2,14,1,0,1,1,2,14,1,0,0,0,0,0,0,0
感度重視！脈釣り（ミャク釣り）専用タックルの特徴と選び方 — 海上アングラー,/tactics/gear/myakuzuri-gear/,new,1,1,1,19,1,0,1,1,1,19,1,0,1,1,1,19,1,0,0,0,0,0,0,0
海上アングラー — 日本一の海上釣り堀総合情報サイト,/,established,1,1,1,2,0,1,1,1,1,2,0,1,0,0,0,0,0,0,1,1,1,2,0,1
海上アングラー — 日本一の海上釣り堀総合情報サイト,/blog/kamoike-sea-fishing-park/,new,1,1,2,0.5,1,0,1,1,2,0.5,1,0,0,0,0,0,0,0,1,1,2,0.5,1,0
海上アングラー — 日本一の海上釣り堀総合情報サイト,/blog/oarai-sea-fishing-center/,new,1,1,0,7,1,0,1,1,0,7,1,0,1,1,0,7,1,0,0,0,0,0,0,0
海上釣り堀 攻略法 (必釣タクティクス) — 海上アングラー — 海上アングラー,/tactics/fish-strategy/,new,1,1,0,16,1,0,1,1,0,16,1,0,1,1,0,16,1,0,0,0,0,0,0,0
海上釣り堀 魚種別攻略ガイド｜ターゲットに合わせた必勝法を伝授 — 海上アングラー,/tactics/fish-strategy/,new,1,1,2,0,0,1,1,1,2,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0
海上釣り堀の1日費用を完全計算。入場料・エサ・タックル・交通費まで3パターンで試算 — 海上アングラー,/blog/tana-basics/,new,1,1,0,157,1,0,1,1,0,157,1,0,0,0,0,0,0,0,1,1,0,157,1,0
海上釣り堀のブリ（ワラサ・メジロ）攻略。大型青物の引きを制する秘策 — 海上アングラー,/tactics/fish-strategy/,new,1,1,1,14,1,0,1,1,1,14,1,0,1,1,1,14,1,0,0,0,0,0,0,0
海上釣り堀のブリ（ワラサ・メジロ）攻略。大型青物の引きを制する秘策 — 海上アングラー,/tactics/fish-strategy/buri/,new,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
海上釣り堀のマナーとルール｜周りと楽しく釣るための基礎知識 — 海上アングラー,/blog/tactics/beginner/fishing-etiquette/,new,1,1,1,100,1,0,1,1,1,100,1,0,1,1,1,100,1,0,0,0,0,0,0,0
海上釣り堀の仕掛け・道具ガイド｜失敗しないタックル選びとおすすめ装備 — 海上アングラー,/tactics/gear/,new,1,1,1,233,1,0,1,1,1,233,1,0,0,0,0,0,0,0,1,1,1,233,1,0
海上釣り堀の歴史。いつから始まり、どう進化したのか？そのルーツを探る — 海上アングラー,/blog/history-of-fishing-pond/,new,1,1,1,18,1,0,1,1,1,18,1,0,0,0,0,0,0,0,1,1,1,18,1,0
真夏の海上釣り堀攻略｜水温30℃超えの魚の行動と深ダナの科学 — 海上アングラー,(not set),new,1,1,0,3,0,1,1,1,0,3,0,1,0,0,0,0,0,0,1,1,0,3,0,1
真夏の海上釣り堀攻略｜水温30℃超えの魚の行動と深ダナの科学 — 海上アングラー,/column/trivia/summer-heat-fishing-tips/,new,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1
福島県の海上釣り堀・海釣り施設一覧（東日本） — 海上アングラー,/fishing-facility/east-japan/fukushima/,new,1,1,1,7,0,1,1,1,1,7,0,1,1,1,1,7,0,1,0,0,0,0,0,0
竿（ロッド）選びのポイント｜長さ・硬さ・ターゲット別の使い分け — 海上アングラー,/tactics/gear/,new,1,1,0,110,1,0,1,1,0,110,1,0,0,0,0,0,0,0,1,1,0,110,1,0
針のサイズと形状が釣果を決める。号数・軸長・ネムリの科学 — 海上アングラー,/blog/hook-size-science/,new,1,1,1,55,1,0,1,1,1,55,1,0,1,1,1,55,1,0,0,0,0,0,0,0
釣ったカンパチの美味しい食べ方｜刺身・漬け・西京焼きの完全レシピ — 海上アングラー,/blog/column/trivia/how-to-cook-kampachi/,new,1,1,1,130,1,0,1,1,1,130,1,0,1,1,1,130,1,0,0,0,0,0,0,0
釣ったカンパチの美味しい食べ方｜刺身・漬け・西京焼きの完全レシピ — 海上アングラー,/column/trivia/how-to-cook-kampachi/,new,1,1,1,98,1,0,1,1,1,98,1,0,1,1,1,98,1,0,0,0,0,0,0,0
釣った魚の正しい冷凍保存法｜鮮度を保つ真空・ラップの科学 — 海上アングラー,/column/trivia/fish-freezing-method/,new,1,1,1,72,1,0,1,1,1,72,1,0,1,1,1,72,1,0,0,0,0,0,0,0
難敵イシダイ（石鯛）攻略！海上釣り堀で高級魚を手にする究極のエサと技 — 海上アングラー,/blog/ishidai-strategy/,new,1,1,1,7,0,1,1,1,1,7,0,1,1,1,1,7,0,1,0,0,0,0,0,0
難敵イシダイ（石鯛）攻略！海上釣り堀で高級魚を手にする究極のエサと技 — 海上アングラー,/tactics/fish-strategy/ishidai/,new,1,1,1,125,1,0,1,1,1,125,1,0,1,1,1,125,1,0,0,0,0,0,0,0
Error 404 — 海上アングラー,/2025/07/chubu-tokai/sinmaikomarin-aichi/,new,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
Error 404 — 海上アングラー,/2025/07/shikoku/kaijyo-sachimaru/,new,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
Error 404 — 海上アングラー,/fishing-facility/west-japan/okinawa/itoman-ikada-tsurigu-no-zousan/,new,1,1,1,2,0,1,0,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,0,0
Error 404 — 海上アングラー,/page/11,new,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
Error 404 — 海上アングラー,/page/8,new,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
Error 404 — 海上アングラー,/tactics/beginner/fishing-etiquette/safety-guide,new,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
【6月】雨でも安心！「屋根付き・全天候型」海上釣り堀3選 — 海上アングラー,/column/travel/june-all-weather-facilities/,(not set),1,1,2,23,0,1,0,0,0,0,0,0,1,1,2,23,0,1,0,0,0,0,0,0
"【三重県】釣り公園佐助屋｜2時間4,000円〜！伊勢志摩で一番「自由」な複合型釣り施設 — 海上アングラー",/blog/fishing-park-sasukeya/,new,1,1,1,18,1,0,0,0,0,0,0,0,1,1,1,18,1,0,0,0,0,0,0,0
【佐賀県】仮屋湾遊漁センター｜天然と養殖が共存！初心者から大物狙いまで楽しめる4つのコース — 海上アングラー,/fishing-facility/kariyawan-fishing-center/,new,1,1,1,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,31,1,0
【千葉県】オリジナルメーカー海づり公園｜920円・釣りレッスンも学べる格安海釣り施設 — 海上アングラー,/blog/original-maker-sea-fishing-park/,new,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
【大阪府】海釣ぽーと田尻｜雨でも安心！橋の下にある全天候型・放流満載の釣り堀 — 海上アングラー,/blog/column/ranking/kansai/,new,1,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18,1,0
【山口県】フィッシングパーク光｜瀬戸内の絶景と多彩な魚種が魅力！手ぶらOKの海釣り施設 — 海上アングラー,/blog/fishing-park-hikari/,new,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
【極味】トラフグ攻略：※有資格者必須※ 究極の「てっさ」と「ひれ酒」！家庭で安全に楽しむためのルール — 海上アングラー,/tactics/fish-strategy/fugu/gourmet/,new,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
【理屈】アジ・サバ・カマスの「群れ」の心理学：イケス内の密集理論と情報伝達 — 海上アングラー,/tactics/fish-strategy/aji-asaba-kamasu/theory/,new,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
【石川県】のとじま臨海公園「海づりセンター」｜水族館の隣で釣りデビュー！手ぶらで楽しむファミリーフィッシング — 海上アングラー,/blog/notojima-sea-fishing-center/,new,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
【福井県】フィッシングレインボー｜三方五湖・日向湖で楽しむ！人気の海上釣り堀・料金・予約・攻略 — 海上アングラー,/fishing-facility/center-japan/,new,1,1,0,182,1,0,0,0,0,0,0,0,1,1,0,182,1,0,0,0,0,0,0,0
【福井県】敦賀市海釣り公園｜入場無料！柵あり・トイレ完備のファミリー天国 — 海上アングラー,/blog/tsuruga-city-sea-fishing-park/,new,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
【青森県】浅虫海釣り公園｜手軽な料金・四季の魚種・初心者も安心の海釣り体験 — 海上アングラー,/fishing-facility/asamushi-sea-fishing-park/,new,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
プライバシーポリシー — 海上アングラー,/privacy/,new,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
初めての海上釣り堀ガイド｜予約から当日の流れ、持ち物リスト — 海上アングラー,/tactics/beginner/first-fishing-pond/,new,1,1,1,30,1,0,1,1,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0
初心者が覚えるべき必須の結び方3選！強くて簡単な糸の結び方 — 海上アングラー,/blog/tactics/beginner/essential-knots/,new,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
海上アングラーについて — 海上アングラー,/about/,new,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
海上釣り堀の魚が「高級魚」ばかりの理由。仕入れとコストの裏側を覗く — 海上アングラー,/blog/why-expensive-fish/,new,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
潮汐の読み方入門｜「満潮・干潮」が釣果に与える大きな影響 — 海上アングラー,/blog/tactics/beginner/tide-basics/,new,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
釣った直後より熟成後が美味しい？魚の「旨味成分」の変化を科学する — 海上アングラー,/column/trivia/aging-fish-science/,new,1,1,1,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,31,1,0
魚の視覚と嗅覚を理解する｜なぜエサの色や匂いが重要なのか？ — 海上アングラー,/blog/tactics/beginner/fish-senses/,new,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
【梅雨】海上釣り堀は雨の日こそ狙い目？爆釣する理由と必須装備チェックリスト — 海上アングラー,/blog/column/trivia/tsuyu-rainy-day-strategy/,established,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
【閉店】篠島釣り天国｜離島で楽しむ海釣り体験の記録（愛知県南知多町） — 海上アングラー,,new,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
兵庫県の海上釣り堀・海釣り施設一覧（西日本） — 海上アングラー,/fishing-facility/west-japan/hyogo/,established,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
台風接近で海上釣り堀は休業になる？営業中止の目安と「命優先」の判断基準 — 海上アングラー,(not set),new,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
台風接近で海上釣り堀は休業になる？営業中止の目安と「命優先」の判断基準 — 海上アングラー,/blog/column/trivia/typhoon-closure-guide/,new,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0

